,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
207,CNXA2C,29.11,90.0,13.7,1000.0,34.0,4.0,19.66796875,39.8984375,1.82421875,3.9570312500000004,2.078125,1.578125,5.22265625,0.33203125,8.4765625,0.828125,0.66015625,1.078125,0.6015625,0.3203125,0.56640625,0.13671875,1.45703125,0.40625,0.17578125,0.08203125,0.08984375,0.73046875,1.7656249999999998,0.01953125,0.01953125,0.3125,0.203125,0.05078125,0.578125,0.4140625,0.7734375,0.04296875,1.12109375,0.125,0.140625,1.6328125,0.22656249999999997,0.31640625,0.41015625,0.171875,0.2109375,0.0234375,0.07421875,0.08984375,0.1640625,0.3515625,0.265625,0.125,0.0625,0.0078125,0.1328125
208,CNXA3A,29.11,90.0,15.64,1000.0,39.0,1.7,20.27734375,37.7109375,1.65625,5.1484375,2.12109375,2.04296875,4.93359375,1.25390625,7.007812500000001,0.74609375,0.7851562499999999,0.765625,0.75390625,0.421875,0.55859375,0.25,1.484375,0.8359375,0.22656249999999997,0.05468750000000001,0.08203125,0.75,1.52734375,0.03125,0.04296875,0.3203125,0.16796875,0.03515625,0.43359375000000006,0.9296875,0.359375,0.125,1.1640625,0.1015625,0.296875,1.64453125,0.3984375,0.2109375,0.39453125,0.28515625,0.3125,0.0390625,0.08203125,0.05859375,0.19140625,0.30078125,0.19140625,0.359375,0.05078125,0.01171875,0.06640625
209,CNXA3B,29.11,90.0,15.64,1000.0,39.0,1.7,20.31640625,36.66796875,1.43359375,4.94140625,2.109375,1.7031250000000002,5.2421875,1.46484375,7.382812499999999,0.8046875,0.73046875,0.73828125,0.72265625,0.484375,0.6015625,0.28125,1.87109375,0.8203125,0.234375,0.08203125,0.125,0.8671875000000001,1.8945312499999998,0.0234375,0.00390625,0.41796875,0.15625,0.0234375,0.5078125,1.02734375,0.3984375,0.1171875,1.09375,0.1015625,0.34765625,1.4140625,0.37890625,0.140625,0.421875,0.23046875,0.28125,0.03125,0.05468750000000001,0.05078125,0.15625,0.29296875,0.1796875,0.5,0.05078125,0.01171875,0.06640625
210,CNXA3C,29.11,90.0,15.64,1000.0,39.0,1.7,18.0390625,42.45703125,1.61328125,4.53125,1.953125,1.42578125,4.390625,1.7500000000000002,6.5625,0.6484375,0.72265625,0.6640625,0.60546875,0.3125,0.546875,0.2578125,1.0546875,0.5703125,0.3515625,0.06640625,0.125,1.02734375,0.9062499999999999,0.0234375,0.027343750000000003,0.30078125,0.18359375,0.0234375,0.203125,2.08984375,0.3984375,0.16015625,0.77734375,0.05078125,0.26171875,1.8515625,0.40234375,0.12890625,0.36328125,0.28125,0.46875,0.0234375,0.078125,0.078125,0.14453125,0.30078125,0.27734375,0.375,0.0390625,0.0078125,0.09765625
211,CNXA4A,29.11,90.0,16.0,250.0,21.0,3.5,23.7734375,30.25390625,1.59765625,6.28515625,2.1953125,2.26953125,7.640624999999999,2.45703125,3.7617187500000004,1.078125,0.7890625,0.984375,0.46875,0.3359375,0.68359375,0.1953125,1.41796875,0.515625,0.20703125,0.26171875,0.41015625,1.42578125,1.1796875,0.03515625,0.01171875,0.27734375,0.4609375,0.0859375,0.296875,1.0703125,0.81640625,0.01953125,2.6015625,0.1171875,0.1796875,1.0078125,0.34375,0.38671875,0.265625,0.23828125,0.33984375,0.09765625,0.078125,0.08984375,0.03515625,0.21875000000000003,0.22656249999999997,0.34765625,0.05078125,0.0234375,0.08984375
212,CNXA4B,29.11,90.0,16.0,250.0,21.0,3.5,21.0,38.08984375,1.94921875,5.3359375,2.23046875,1.046875,5.08203125,2.92578125,4.34765625,0.7109375,0.8046875,1.09375,0.3515625,0.40625,0.51953125,0.19140625,0.49609375,0.27734375,0.21484375000000003,0.22265624999999997,0.43750000000000006,1.5625,0.54296875,0.027343750000000003,0.0078125,0.3515625,0.421875,0.078125,0.10937500000000001,2.12890625,0.83203125,0.0234375,1.234375,0.0390625,0.10546875,1.2890625,0.45312499999999994,0.328125,0.29296875,0.2109375,0.54296875,0.16015625,0.11328124999999999,0.09375,0.06640625,0.2890625,0.328125,0.44531249999999994,0.078125,0.00390625,0.10546875
213,CNXA4C,29.11,90.0,16.0,250.0,21.0,3.5,19.6015625,36.62890625,1.8203125,5.41015625,1.875,1.8945312499999998,7.20703125,3.16796875,3.3085937500000004,1.0859375,0.6171875,0.92578125,0.44921874999999994,0.32421875,0.546875,0.17578125,1.0703125,0.46875,0.25,0.3359375,0.44140624999999994,1.6679687499999998,0.9570312500000001,0.0234375,0.0078125,0.375,0.30859375,0.05468750000000001,0.16796875,1.7148437499999998,0.64453125,0.0234375,1.98046875,0.0859375,0.11328124999999999,1.2578125,0.296875,0.31640625,0.23046875,0.15234375,0.46875,0.15234375,0.078125,0.125,0.05468750000000001,0.265625,0.30859375,0.3984375,0.05859375,0.00390625,0.1015625
214,CNXM1A,29.39,132.0,10.0,375.0,40.0,5.5,23.09765625,35.38671875,1.97265625,6.02734375,2.45703125,1.375,6.25,0.8203125,3.2265625,0.7265625,0.27734375,0.9492187500000001,0.47265625,0.33984375,0.32421875,0.2890625,1.234375,0.546875,0.140625,0.46875,0.0625,0.37890625,0.953125,0.0078125,0.0078125,0.10937500000000001,0.24609375,0.078125,0.171875,1.53125,0.40625,0.046875,0.1796875,0.0625,0.15234375,4.9296875,1.31640625,0.34765625,0.1484375,0.2421875,0.56640625,0.04296875,0.19921875,0.12109375,0.046875,0.51953125,0.18359375,0.41015625,0.0,0.0234375,0.125
215,CNXM1B,29.39,132.0,10.0,375.0,40.0,5.5,21.0625,35.109375,1.7578125,7.91796875,2.22265625,1.17578125,7.550781249999999,0.6015625,3.296875,0.78125,0.1875,0.8203125,0.68359375,0.3203125,0.359375,0.3046875,2.01171875,0.44921874999999994,0.08984375,0.45312499999999994,0.04296875,0.32421875,1.55078125,0.01171875,0.0,0.09765625,0.21484375000000003,0.078125,0.34765625,1.37890625,0.3828125,0.05078125,0.09765625,0.08984375,0.12890625,4.41015625,0.921875,0.11328124999999999,0.25,0.53515625,0.4921875,0.027343750000000003,0.125,0.0859375,0.05468750000000001,0.3125,0.22265624999999997,0.36328125,0.0,0.0078125,0.125
216,CNXM1C,29.39,132.0,10.0,375.0,40.0,5.5,25.0234375,33.98046875,1.78515625,6.5546875,2.4296875,1.11328125,5.88671875,0.62890625,3.65234375,0.734375,0.2421875,1.1015625,0.625,0.27734375,0.42578125000000006,0.34375,1.41796875,0.37109375,0.171875,0.4609375,0.027343750000000003,0.30859375,1.05859375,0.01171875,0.0078125,0.1796875,0.265625,0.1015625,0.265625,1.3125,0.4765625,0.05078125,0.20703125,0.06640625,0.15234375,4.375,1.1171875,0.15234375,0.25,0.375,0.421875,0.04296875,0.1875,0.1015625,0.078125,0.3828125,0.20703125,0.42968750000000006,0.00390625,0.01953125,0.13671875
217,CNXM2A,29.39,132.0,20.0,400.0,12.5,5.0,30.246093750000004,25.29296875,1.5703124999999998,13.902343750000002,2.37109375,1.9296875000000002,4.1484375,0.41796875,2.73046875,0.8046875,0.234375,0.59765625,0.8046875,0.08203125,0.41015625,0.09765625,0.78125,0.71484375,0.06640625,0.21875000000000003,0.00390625,0.10937500000000001,1.44921875,0.09375,0.0234375,0.17578125,1.2265625,0.0234375,0.20703125,1.5390625,0.390625,0.06640625,0.45312499999999994,0.125,0.0234375,0.3984375,0.19921875,0.05468750000000001,3.10546875,0.6171875,0.50390625,0.12890625,0.16015625,0.027343750000000003,0.1328125,0.14453125,0.13671875,0.765625,0.0,0.19921875,0.09375
218,CNXM2B,29.39,132.0,20.0,400.0,12.5,5.0,23.640625,27.0703125,1.54296875,16.703125,2.9375,1.7109375,4.453125,0.28515625,2.55078125,0.76953125,0.234375,0.65625,0.6796875,0.08984375,0.3828125,0.16015625,0.8750000000000001,0.5703125,0.03125,0.234375,0.01171875,0.10937500000000001,2.0078125,0.03125,0.0,0.15234375,1.0859375,0.01953125,0.2734375,2.1015625,0.5546875,0.05859375,0.63671875,0.10546875,0.01171875,0.5703125,0.2421875,0.01171875,3.08984375,0.9062499999999999,0.828125,0.078125,0.046875,0.01171875,0.18359375,0.125,0.2578125,0.71875,0.0,0.08203125,0.10937500000000001
219,CNXM2C,29.39,132.0,20.0,400.0,12.5,5.0,30.960937500000004,22.734375,1.73828125,14.613281249999998,2.5859375,1.8789062499999998,4.44921875,0.32421875,2.1015625,1.0078125,0.3671875,0.73046875,0.734375,0.1015625,0.41796875,0.125,0.9140625,0.62109375,0.05859375,0.25390625,0.0078125,0.08984375,1.8671875,0.05078125,0.01953125,0.23828125,1.01953125,0.01171875,0.27734375,2.2265625,0.26171875,0.0703125,0.359375,0.17578125,0.01953125,0.484375,0.2421875,0.015625,2.765625,0.70703125,0.5546875,0.1015625,0.10546875,0.015625,0.171875,0.14453125,0.25390625,0.71484375,0.00390625,0.1796875,0.125
220,CNXM3A,29.39,132.0,15.0,300.0,12.5,5.0,25.4375,42.29296875,1.3125,5.9609375,2.50390625,1.125,4.18359375,0.57421875,2.18359375,0.9492187500000001,0.26953125,0.71875,0.15234375,0.10546875,1.0234375,0.14453125,0.37109375,0.26171875,0.12890625,0.05859375,0.1015625,0.55078125,0.87890625,0.04296875,0.0078125,0.125,0.328125,0.17578125,0.1796875,1.9960937500000002,0.578125,0.06640625,0.125,0.05468750000000001,0.027343750000000003,1.5859374999999998,0.7734375,0.34375,0.375,0.3125,0.61328125,0.046875,0.0859375,0.046875,0.046875,0.35546875,0.125,0.14453125,0.00390625,0.03125,0.11328124999999999
221,CNXM3B,29.39,132.0,15.0,300.0,12.5,5.0,23.140625,44.8671875,1.15625,6.3203125,2.30859375,0.9140625,4.0859375,0.65234375,2.25,1.0703125,0.26171875,0.6953125,0.13671875,0.078125,0.9921875,0.1171875,0.33203125,0.16796875,0.11328124999999999,0.03515625,0.09375,0.57421875,0.9570312500000001,0.01171875,0.01171875,0.10937500000000001,0.3046875,0.203125,0.14453125,2.2109375,0.5859375,0.0859375,0.12890625,0.0625,0.01171875,1.41796875,0.8125,0.25,0.390625,0.43750000000000006,0.61328125,0.03125,0.08984375,0.05859375,0.0625,0.3359375,0.10937500000000001,0.07421875,0.00390625,0.027343750000000003,0.09375
222,CNXM3C,29.39,132.0,15.0,300.0,12.5,5.0,25.14453125,43.16796875,1.1796875,5.68359375,2.08203125,0.9140625,4.30078125,0.6640625,2.30078125,1.05078125,0.28515625,0.828125,0.171875,0.07421875,1.00390625,0.09765625,0.375,0.21875000000000003,0.125,0.05468750000000001,0.1015625,0.57421875,0.88671875,0.03125,0.01171875,0.1328125,0.3515625,0.25,0.15234375,2.56640625,0.6171875,0.0703125,0.15625,0.06640625,0.0390625,1.0703125,0.828125,0.19921875,0.34375,0.44531249999999994,0.5546875,0.03515625,0.0703125,0.03125,0.01171875,0.32421875,0.0859375,0.16796875,0.0,0.01953125,0.08203125
223,CNXM4A,29.39,132.0,16.5,250.0,32.5,2.5,26.94140625,37.07421875,1.375,5.29296875,2.7265625,1.03125,4.4921875,0.14453125,3.3359374999999996,0.8750000000000001,0.328125,0.76953125,0.23046875,0.36328125,0.30078125,0.05078125,1.046875,0.25390625,0.31640625,0.1484375,0.1171875,0.26171875,1.09765625,0.01171875,0.027343750000000003,0.13671875,1.0859375,0.0234375,0.5703125,1.20703125,0.47265625,0.12890625,0.203125,0.08984375,0.0390625,2.84375,1.2734375,0.05078125,0.5859375,0.37109375,0.39453125,0.027343750000000003,0.05468750000000001,0.06640625,0.07421875,1.08984375,0.1796875,0.29296875,0.0,0.03125,0.09375
224,CNXM4B,29.39,132.0,16.5,250.0,32.5,2.5,25.7265625,37.140625,1.4375,4.99609375,3.1367187499999996,1.01171875,4.79296875,0.1796875,3.4023437500000004,0.796875,0.62109375,0.78125,0.25390625,0.33984375,0.30859375,0.05859375,0.70703125,0.25390625,0.3671875,0.19921875,0.1015625,0.22265624999999997,0.91015625,0.05468750000000001,0.00390625,0.1953125,1.05078125,0.01953125,0.33203125,1.54296875,0.6328125,0.14453125,0.515625,0.04296875,0.04296875,2.9921875,0.89453125,0.05859375,0.56640625,0.515625,0.41796875,0.05078125,0.0234375,0.10937500000000001,0.1015625,1.09375,0.2421875,0.32421875,0.0078125,0.05468750000000001,0.22265624999999997
225,CNXM4C,29.39,132.0,16.5,250.0,32.5,2.5,25.44140625,37.76953125,1.484375,5.11328125,3.02734375,1.01171875,4.625,0.203125,3.2265625,0.82421875,0.49609375,0.8085937499999999,0.1953125,0.3671875,0.2421875,0.0703125,0.8125,0.26953125,0.31640625,0.20703125,0.09375,0.27734375,0.9804687499999999,0.04296875,0.0078125,0.171875,0.91015625,0.04296875,0.4140625,1.3984375,0.66015625,0.140625,0.40625,0.05468750000000001,0.01953125,3.0546875,1.1484375,0.05468750000000001,0.4765625,0.51953125,0.46875,0.046875,0.03125,0.07421875,0.11328124999999999,1.078125,0.234375,0.35546875,0.0078125,0.03125,0.171875
226,CNSZ1A,29.61,325.0,12.5,350.0,30.0,4.5,18.6796875,22.9765625,1.9375,10.0703125,3.21484375,1.265625,11.3046875,2.30859375,4.94921875,2.26953125,0.4765625,0.359375,0.4765625,0.3125,0.23828125,0.17578125,2.1640625,0.265625,0.28515625,0.1953125,0.39453125,0.9570312500000001,3.4921875,0.0078125,0.03515625,0.14453125,0.23046875,0.0078125,2.0859375,1.7734375,0.25390625,0.08984375,1.27734375,0.64453125,0.05078125,0.69140625,0.078125,0.0625,0.44921874999999994,1.078125,0.49609375,0.04296875,0.08203125,0.1015625,0.9140625,0.1796875,0.2109375,0.140625,0.027343750000000003,0.00390625,0.0703125
227,CNSZ1B,29.61,325.0,12.5,350.0,30.0,4.5,18.3046875,23.19921875,1.890625,10.1796875,3.19921875,1.09765625,11.00390625,1.90234375,5.4609375,1.9921874999999998,0.45312499999999994,0.3125,0.60546875,0.3828125,0.27734375,0.140625,2.390625,0.22656249999999997,0.1796875,0.26953125,0.28125,1.28125,3.8515625,0.00390625,0.03515625,0.12890625,0.19140625,0.00390625,2.328125,1.92578125,0.25390625,0.0703125,1.42578125,0.61328125,0.046875,0.609375,0.0625,0.03515625,0.421875,0.8750000000000001,0.62109375,0.05859375,0.05078125,0.0390625,0.84765625,0.13671875,0.12890625,0.11328124999999999,0.01171875,0.0078125,0.0703125
228,CNSZ1C,29.61,325.0,12.5,350.0,30.0,4.5,21.734375,24.58203125,2.26171875,9.30078125,3.2382812499999996,0.9062499999999999,7.56640625,2.06640625,8.5078125,1.328125,0.46875,0.72265625,0.59375,0.48828125,0.48828125,0.22656249999999997,1.4375,0.15625,0.16015625,0.29296875,0.3125,1.5703124999999998,2.359375,0.00390625,0.01171875,0.19921875,0.30078125,0.0078125,1.24609375,1.4296875,0.28125,0.140625,0.61328125,0.3984375,0.0625,0.59375,0.1875,0.0390625,0.55078125,0.7109375,0.5,0.05468750000000001,0.05078125,0.1640625,0.92578125,0.296875,0.20703125,0.09765625,0.027343750000000003,0.0,0.12890625
229,CNSZ2A,29.61,325.0,15.0,300.0,20.0,4.0,11.51953125,48.90625,1.015625,13.01953125,1.04296875,0.7265625,6.582031250000001,0.19921875,1.26171875,2.90625,0.23046875,0.66796875,0.05078125,0.05468750000000001,0.08203125,0.08984375,2.3671875,0.29296875,0.05859375,0.05078125,0.1171875,0.265625,1.48828125,0.0,0.01171875,0.027343750000000003,0.10937500000000001,0.0390625,0.22265624999999997,0.01171875,0.03125,0.046875,0.03125,0.5390625,0.07421875,4.328125,0.265625,0.09375,0.3359375,0.20703125,0.10546875,0.015625,0.0625,0.04296875,0.07421875,0.15234375,0.0390625,0.0390625,0.0,0.0078125,0.08984375
230,CNSZ2B,29.61,325.0,15.0,300.0,20.0,4.0,12.44921875,49.07421875,1.03515625,12.7890625,1.109375,0.765625,6.5859375,0.16796875,0.9921875,1.90234375,0.30859375,0.41796875,0.05078125,0.0234375,0.09375,0.1171875,2.3671875,0.30078125,0.08203125,0.0390625,0.09375,0.24609375,1.6679687499999998,0.0,0.03515625,0.027343750000000003,0.07421875,0.05859375,0.22265624999999997,0.027343750000000003,0.0078125,0.07421875,0.06640625,0.46484375,0.0703125,4.6171875,0.19921875,0.1875,0.32421875,0.18359375,0.18359375,0.046875,0.10546875,0.05468750000000001,0.03125,0.1171875,0.03515625,0.03125,0.0,0.01171875,0.0625
231,CNSZ2C,29.61,325.0,15.0,300.0,20.0,4.0,11.08984375,49.37109375,1.01953125,12.640625,1.2421875,0.78125,6.0703125,0.2109375,1.07421875,2.33984375,0.39453125,0.54296875,0.04296875,0.0390625,0.078125,0.14453125,2.5859375,0.3671875,0.0703125,0.03515625,0.11328124999999999,0.2890625,1.6679687499999998,0.0,0.01953125,0.046875,0.0703125,0.04296875,0.21484375000000003,0.027343750000000003,0.027343750000000003,0.07421875,0.0625,0.50390625,0.07421875,5.15234375,0.171875,0.10937500000000001,0.37890625,0.22656249999999997,0.10937500000000001,0.05078125,0.0703125,0.0390625,0.01953125,0.11328124999999999,0.03515625,0.03515625,0.0,0.01953125,0.09375
232,CNSZ3AA,29.61,325.0,13.0,400.0,27.0,4.0,20.4375,16.421875,2.796875,7.82421875,4.37890625,1.0703125,10.4375,0.2421875,4.59375,1.90625,0.41015625,0.328125,0.58203125,0.36328125,1.05078125,0.375,4.61328125,0.16796875,0.19921875,0.2421875,0.25,0.9062499999999999,2.43359375,0.01171875,0.00390625,0.2421875,0.34765625,0.03125,3.84765625,3.44921875,0.43359375000000006,0.15625,0.87890625,0.30078125,0.078125,2.0390625,0.015625,0.01953125,1.06640625,0.65625,1.40625,0.09765625,0.03125,0.05859375,1.72265625,0.30859375,0.18359375,0.42578125000000006,0.11328124999999999,0.01171875,0.03125
233,CNSZ3AB,29.61,325.0,13.0,400.0,27.0,4.0,20.23828125,17.9296875,2.89453125,8.43359375,3.7968750000000004,1.0859375,10.31640625,0.35546875,4.87890625,1.8515625,0.359375,0.34375,0.578125,0.5390625,0.91796875,0.45703125,4.234375,0.1796875,0.1875,0.24609375,0.32421875,0.9804687499999999,2.19140625,0.04296875,0.015625,0.29296875,0.44921874999999994,0.0390625,2.82421875,2.73828125,0.32421875,0.09375,1.01171875,0.2734375,0.06640625,2.37890625,0.01171875,0.0234375,0.81640625,0.53125,1.421875,0.1484375,0.03125,0.10546875,1.8203125,0.484375,0.22265624999999997,0.3515625,0.11328124999999999,0.0,0.046875
234,CNSZ3AC,29.61,325.0,13.0,400.0,27.0,4.0,20.42578125,17.26171875,3.2031249999999996,8.69921875,4.11328125,0.9570312500000001,10.92578125,0.3203125,4.7578125,1.6210937500000002,0.4140625,0.35546875,0.57421875,0.55859375,0.8828124999999999,0.36328125,3.87890625,0.16015625,0.203125,0.36328125,0.3125,0.9453125,1.921875,0.01953125,0.027343750000000003,0.31640625,0.41796875,0.027343750000000003,3.328125,2.98046875,0.3671875,0.1640625,0.89453125,0.19140625,0.04296875,1.7265625,0.03515625,0.015625,0.9960937499999999,0.65625,1.5,0.10937500000000001,0.027343750000000003,0.046875,1.69140625,0.43359375000000006,0.2734375,0.3125,0.13671875,0.0,0.04296875
235,CNSZ3BA,29.61,325.0,16.0,400.0,27.0,4.0,23.75390625,22.37109375,2.16015625,7.3125,3.25,1.25,12.3984375,0.32421875,1.51953125,1.75390625,0.59765625,0.3984375,0.61328125,0.23046875,0.5078125,0.25,3.3984374999999996,0.26953125,1.12109375,0.12109375,0.37890625,0.8828124999999999,3.1953125,0.00390625,0.0078125,0.203125,0.16796875,0.00390625,1.98828125,2.0859375,0.1328125,0.08984375,0.5703125,0.1875,0.06640625,1.9765624999999998,0.0234375,0.01953125,0.51171875,0.50390625,1.125,0.0859375,0.03515625,0.0703125,1.10546875,0.078125,0.29296875,0.52734375,0.04296875,0.00390625,0.03125
236,CNSZ3BB,29.61,325.0,16.0,400.0,27.0,4.0,20.7421875,26.167968749999996,2.015625,7.14453125,3.32421875,1.12109375,12.05078125,0.3671875,2.046875,1.5546875,0.58984375,0.46875,0.65625,0.26171875,0.5546875,0.24609375,2.82421875,0.2421875,1.12890625,0.1484375,0.421875,0.9882812499999999,2.84765625,0.00390625,0.0078125,0.22656249999999997,0.23046875,0.03125,1.73046875,1.95703125,0.11328124999999999,0.10937500000000001,0.5390625,0.23046875,0.0859375,2.17578125,0.0859375,0.0,0.5703125,0.6484375,1.01953125,0.05468750000000001,0.03515625,0.0703125,1.22265625,0.11328124999999999,0.265625,0.4765625,0.0390625,0.0078125,0.03515625
237,CNSZ3BC,29.61,325.0,16.0,400.0,27.0,4.0,18.921875,21.30078125,2.1875,8.0234375,3.7929687500000004,1.4140625,14.66015625,0.3515625,1.4609375,2.125,0.5703125,0.421875,0.70703125,0.2578125,0.65625,0.2890625,4.17578125,0.33984375,1.09375,0.16796875,0.4765625,1.1953125,4.00390625,0.00390625,0.0078125,0.234375,0.12890625,0.03515625,2.48046875,1.8203125,0.11328124999999999,0.140625,0.51953125,0.26953125,0.13671875,1.59765625,0.027343750000000003,0.0078125,0.40234375,0.578125,0.9062499999999999,0.05468750000000001,0.027343750000000003,0.08203125,0.9726562500000001,0.04296875,0.23828125,0.515625,0.0390625,0.00390625,0.01953125
238,CNSZ4AA,29.61,325.0,12.0,325.0,20.0,3.0,17.18359375,34.609375,2.03515625,7.7265625,3.6484375,0.76171875,5.91796875,0.47265625,9.3984375,1.2421875,0.36328125,0.70703125,0.17578125,0.3671875,0.74609375,0.15234375,1.96484375,0.1875,0.03125,0.34765625,0.1328125,0.25,0.7265625,0.0,0.01171875,0.18359375,0.3671875,0.0,0.22265624999999997,3.0703125,0.234375,0.01953125,0.51953125,1.31640625,0.03515625,0.51953125,0.1953125,0.027343750000000003,0.65234375,0.57421875,0.5078125,0.01171875,0.027343750000000003,0.05078125,1.28125,0.7890625,0.08984375,0.0234375,0.0234375,0.0,0.09765625
239,CNSZ4AB,29.61,325.0,12.0,325.0,20.0,3.0,16.52734375,34.2265625,2.17578125,7.914062500000001,3.4375000000000004,0.96875,5.78515625,0.359375,9.64453125,1.35546875,0.3828125,0.75,0.2109375,0.44921874999999994,0.82421875,0.15234375,2.34375,0.21484375000000003,0.0234375,0.2734375,0.10546875,0.265625,1.140625,0.00390625,0.0234375,0.10937500000000001,0.42578125000000006,0.00390625,0.40625,2.8671875,0.16015625,0.04296875,0.48046875,1.30859375,0.0234375,0.3046875,0.15625,0.01953125,0.6484375,0.5546875,0.5078125,0.027343750000000003,0.0234375,0.03515625,1.1796875,0.92578125,0.1171875,0.015625,0.0234375,0.0,0.07421875
240,CNSZ4AC,29.61,325.0,12.0,325.0,20.0,3.0,16.82421875,35.7109375,2.3984375,7.734375,2.72265625,1.09375,4.80078125,0.41015625,9.4765625,1.1015625,0.42578125000000006,0.8007812499999999,0.1796875,0.51171875,0.69140625,0.16796875,2.19921875,0.22265624999999997,0.05078125,0.5234375,0.10937500000000001,0.25,0.9062499999999999,0.00390625,0.0078125,0.16796875,0.38671875,0.0,0.2578125,2.8984375,0.1640625,0.0234375,0.53515625,1.2109375,0.05468750000000001,0.50390625,0.15625,0.046875,0.65234375,0.40234375,0.546875,0.015625,0.015625,0.05078125,1.390625,0.84375,0.1640625,0.0390625,0.0390625,0.00390625,0.10546875
241,CNSZ4BA,29.61,325.0,16.5,325.0,20.0,3.0,17.69921875,36.87890625,2.265625,5.5,4.40625,1.1484375,6.8828125,0.9960937499999999,5.1328125,0.8046875,0.484375,0.515625,0.2578125,0.328125,0.48046875,0.578125,1.7500000000000002,0.3046875,0.5859375,0.15234375,0.27734375,0.94140625,1.7265625,0.10546875,0.027343750000000003,0.1640625,0.48046875,0.10546875,0.6953125,0.76171875,0.28515625,0.20703125,0.375,0.44531249999999994,0.2421875,1.30859375,0.3125,0.13671875,0.3828125,0.75,0.2890625,0.078125,0.05468750000000001,0.09375,1.2890625,0.69140625,0.19921875,0.25,0.0625,0.0078125,0.1015625
242,JPSD1A,22.0,72.0,,,,,28.375,27.35546875,1.8515625,8.921875,2.21875,0.32421875,5.28125,0.2578125,5.109375,0.66015625,0.83984375,0.40234375,0.0390625,0.50390625,1.20703125,2.15234375,0.3046875,0.125,0.03515625,0.0234375,0.09765625,0.26953125,2.36328125,0.03515625,0.0234375,0.2109375,0.22656249999999997,0.0,0.1875,2.78515625,0.640625,0.09375,0.21875000000000003,0.31640625,0.18359375,1.53125,0.40234375,0.17578125,0.046875,2.31640625,0.65625,0.10546875,0.0390625,0.05078125,0.1484375,0.328125,0.25,0.078125,0.03515625,0.015625,0.1796875
